playerID,wraa
clemeko01,-1.2281415765429866
clemeko01,0.8730498992095107
clevimi01,
coleza01,2.5704377893126775
colliis01,14.73385137111082
confomi01,-9.596664936401565
coningr01,0.2748164322659534
contrlu01,
contrro01,
contrro01,
contrwi01,16.9167412878543
contrwi02,10.776612938263716
cookbi01,-0.10294579444905778
corbipa01,
cornijo01,
coronke01,0.10863999610052559
correca01,-1.5242390773321763
correca01,5.650935981100768
corteca01,3.692740276289248
cortene01,
cortene01,
cosgrto01,
couloda01,
couloda01,
cowseco01,-7.501028688898797
coxau01,
crawfjp01,16.27317143554806
crewsdy01,-8.677338899186589
crimbl01,-2.135397374033185
crimbl01,1.0561753677397108
crismna01,
criswco01,
crochga01,
croneja01,14.887965732264355
crookji01,-5.159753562689088
crowape01,13.060076452014393
cruzfe01,
cruzom01,
cruzon01,-9.048155665701888
cruzst01,
curryxz01,
curtijo02,
curvelu01,
dalbebo01,-0.49529262467684576
danaca01,
danieda01,
darnatr01,-9.784403039338521
darnedu01,
darremi01,
darremi01,
darviyu01,
davidlo01,-0.7914054770973091
davidlo01,-0.5213284975508667
davishe01,-16.372217166988584
davisjd01,-1.5840362037688058
davisno01,
davisno01,
deanju01,-0.5063019869947987
degeubr01,
degroja01,
dejonpa01,-5.865850794832861
delacbr01,-4.283888542050823
delacel01,7.46234534471422
delcaad01,-1.9897992930849975
deleojo03,
delosen01,
delosen01,
delosye01,
delucjo01,1.6843501150487077
desclan01,
detmere01,
devanca01,-4.721760884634236
devench02,
deverra01,18.02990136406483
deverra01,12.54966417797454
dezenza01,-0.5919430497439193
diazal03,
diazal03,
diazal03,
diazed04,
diazel01,-3.4746276233244213
diazjh01,
diazya01,26.368336249121434
diazya02,-5.590971950163215
diazyi01,
dingldi01,4.795830552979994
dobbihu01,
dobnara01,
dodddy01,
dollach01,
dominja01,1.5395632312127008
dominse01,
dominse01,
donovbr01,13.538436185639128
dovalca01,
dovalca01,
doylebr02,-18.950951797566383
dreyeja01,
dubinsh01,
dubinsh01,
dubonma01,-6.46510584189364
dunnbl01,-2.866404990397878
dunnida01,
dunnida01,
dunnol01,-1.8372351712938053
duranca01,
duranez01,-10.06310047614678
duranja01,10.065430858509801
duranjh01,
duranjh01,
durbica01,6.223834991945598
earlyco01,
eatonna01,1.2332323272585501
ederja01,
edmanto01,-7.45567443282296
edwarca01,
edwarca01,
edwarxa01,-0.07050296756453389
effrosc01,
eflinza01,
eiserbr01,
elderbr01,
eldribr01,-2.01515293277014
elkoti01,-5.020757253955731
ellarfr01,
encarch01,-6.498641353930847
encarje01,-2.82909063066164
englema01,
englitr01,-3.568978209082238
ennsdi01,
ennsdi01,
enrigni01,
eovalna01,
erceglu01,
escarjc01,-2.4665320398348554
espadjo01,
espinsa01,-13.01628246011416
estesjo01,
estevca01,
estraje01,
estrala01,
estrath01,-6.23886791310591
evanslo01,
fairbpe01,
faircst01,-2.091193745602726
falteba01,
falteba01,
farmeky01,-11.698947390033137
farrimi01,
fauchca01,
feddeer01,
feddeer01,
feddeer01,
feduchu01,-0.19802256487762587
feduchu01,-7.36350475738799
feltnry01,
ferguca01,
ferguca01,
ferguty01,
fermifr01,-4.183143789925937
fermifr01,2.1500244272615
fermijo01,3.3692079622716404
fermijo02,
fernaju02,
fernaju02,
fernary01,
fernaya01,-7.457009126326231
ferrejo01,
festada01,
festama01,
feyerjo01,
feyerjo01,
finneky01,
finneky01,
fishebr02,
fittsri01,
fitzgry01,0.6074010658181275
fitzgty01,-1.7174396328806587
flaheja01,
fletcdo01,-0.07867584658440507
flexech01,
florera03,-0.47929548134297395
florewi01,-2.5794811896221876
fluhama01,
fordha01,-0.6652291497831678
forteni01,-1.936993997437126
forteni01,-1.5942812091230438
foscuju01,-1.2565920787398146
fraleja01,-0.3231870340730586
fraleja01,-0.22726077624860075
francbo01,
francjp01,
francty01,-3.7233474297297215
francty01,-1.0357054243060588
fraziad01,-4.60123190199184
fraziad01,-0.53269458575342
freelal01,-2.0309222142386822
freelky01,
freemca01,
freemco01,-3.8577931354446098
freemfr01,29.490639381405668
freemty01,-1.7363629642288974
frelisa01,12.931169743911251
friedma01,
friedtj01,11.29542492552388
fryda01,-6.855078624803004
fuentdi01,
fulfobr01,-7.011907745380536
fulmeca01,
fulmemi01,
fulmemi01,
fundeko01,
gaddihu01,
gagema01,
gagema01,
galleza01,
garabge01,
garciad02,-11.219830476986104
garciar01,-1.0196995017765305
garcibr02,
garcibr02,
garcijh01,-0.19151028599263228
garcijo02,-2.5340588968331677
garcilu03,
garcilu03,
garcilu03,
garcilu04,-5.357509976712317
garcilu05,
garcima01,18.887054292759583
garciri01,
garciri01,
garciri01,
garciro04,
garciyi01,
garrere01,
garvemi01,-4.591772914142726
garzaju01,
gaspemi01,-6.513712004440919
gassero01,
gausmke01,
gelofza01,-6.581400550391633
gerbejo01,
gervapa01,
gervapa01,
gibauia01,
gibsoca01,
gibsoky01,
gilbedr01,-4.329132386172338
gilbelo01,
gilbety01,
gilbrlu01,
gillalo01,
gillico01,
gillu01,
gimenan01,-11.940788142967763
ginkeke01,
ginnjt01,
giolilu01,
gipsosa01,
glasnty01,
goldspa01,1.99633914651739
gombeau01,
gomezyo01,
gomezyo01,
gomezyo01,
gonsoto01,
gonzani01,-8.74656342375542
gonzaos01,-4.460192815557636
gonzaro01,9.104819838478928
gonzawi02,
goodmhu01,13.43531650804805
gordoco01,
gordota01,
gorema01,
gormano01,-5.73935830274311
gorskma01,-2.0122790410933926
gourryu01,-4.553572157933976
gracego01,
granian01,
graveke01,
grayjo02,
grayso01,
graytr01,-0.12112807932986526
greench03,
greenhu01,
greenri02,15.846710280709274
grichra01,-0.8985122932235067
grichra01,-5.436307960009498
grishtr01,19.71148162641073
guentse01,
guerrlu01,
guerrvl02,29.477684142753688
guilllu01,-2.6139373566093553
gurrilo01,-3.271426965581717
gustory01,
gustory01,
guzmade01,-2.522749100103905
haaseer01,-0.5586387497267323
haderjo01,
hagenju01,
haggesa01,0.44405688952284383
hahnje01,
halldl01,
halpipe01,0.5331202614063124
halvose01,
hameldo01,
hamilda03,-6.1226794105219176
hamilia01,
hampsga01,0.691448866279712
hampsga01,-1.916225998370167
hampsga01,-3.5204951987646913
hancoem01,
handlma01,-5.5010978246830415
hanifbr01,
happia01,12.671617261763293
harpebr03,21.701352467824258
harribr02,0.5586014566259225
harridu01,-1.6065194159802094
harriha01,
harriho02,
harriky01,
harriky01,
harrimi04,-8.715616928031565
harrito03,
hartky01,
hartlge01,
hartlge01,
harvehu01,
hassero02,-10.155907818345087
hatchto01,
hatchto01,
hayeske01,-18.644463461675524
hayeske01,-3.7743831940390673
haysau01,2.477029656257791
headrbr01,
heanean01,
heanean01,
hedgeau01,-6.300171938715699
heimjo01,-14.855977071247922
heinety01,9.00364489023894
helmami01,3.7341875287336688
helslry01,
helslry01,
hendegu01,15.001503519891989
hendelo01,
hendrky01,
hendrli01,
henried01,
henriro01,
henryco01,
henryto01,
hergeji01,
hergeke01,
hergeke01,
hernaca04,
hernaca04,
hernaca04,
hernada03,
hernada04,-6.065233505570992
hernaen02,-7.99701782555482
hernahe01,6.3581824488997505
hernani01,
hernate01,1.3731690568794321
herreiv01,20.183363167453816
herrejo04,1.175392310433755
herriti01,
heuerco01,
heuerco01,
heywaja01,-6.8272552034570735
hicklbr01,0.9761676244492379
hicksjo03,
hicksjo03,
hicksli01,2.4427635167709676
higasky01,-2.8004328683115736
hillde01,-2.057939542916023
hillde01,-0.01701629016607563
hillisa01,-0.22919896142313478
hillja01,
hillri01,
hillti01,
hindsre01,-5.090701854869435
hiralya01,
hiurake01,-0.7048116356099825
hjellse01,
hodgepo01,
hoeinbr01,
hoernni01,7.493728183162059
hoffman01,
hoffman01,
hoffmje02,
hoffmno01,
hoglugu01,
holdeco01,
hollija01,-3.5505480875247386
holloga01,
holmagr01,
holmecl01,
holmegr01,
holtoty01,
hornba01,
hortoca01,
horwisp01,9.432412247065795
hoskirh01,3.4415323171159202
houckta01,
housead01,
housead01,
housebr01,-14.2794383410691
hudsobr01,
hudsobr01,
huffsa01,-2.246474144133681
hummeco01,-0.25251113231192185
hummeco01,-2.522986494819641
hurtebr01,
hurtuja01,-1.4389755428845972
ibanean01,-3.8005017669016787
iglesjo01,-6.5906005135010055
iglesra01,
imanash01,
indiajo01,-6.666314268892197
irvinja01,
isbelky01,3.1725672587168345
jacksal02,1.319123114582257
jacksje02,3.6400531804490477
jackslu01,
jackslu01,
jackslu01,
jacobal01,
jamesdr01,
jankotr01,-1.10735544135531
jankotr01,-1.2247365783941233
jankotr01,
janseda01,0.3813561813666491
janseda01,1.809234089917171
janseke01,
jarvibr01,
javiecr01,
jaxgr01,
jaxgr01,
jeffery01,7.123196803646994
jenseca01,4.781653254120416
jimenle01,-3.365047121505905
jobeja01,
joeco01,-1.9298241858132739
joeco01,-3.6833029130274064
johnsbr03,6.458077357164391
johnsda07,-1.5331185760720594
johnsda07,-1.5602734861612628
johnspi01,
johnsry01,
johnsse01,
johnstr02,1.3119642320627762
jonesgr02,-0.5090769958894936
jonesja08,10.389943770920581
jonesno01,-12.387298300611036
joycebe01,
judgeaa01,83.40437056188533
julieed01,-3.8164129280350836
julksco01,-0.5597039896456693
jungja01,-5.9006069421402225
jungjo01,-5.439227700111761
junisja01,
junkja01,
kahnlto01,
kaiseco01,-2.5492787073057075
karroky01,-7.8801598127572285
kavadni01,-2.7618182391212542
kayfucj01,0.3775244248206885
keasclu01,8.143752742554886
keirsda01,-11.163915766080034
keithco01,4.576303861732795
kelenja01,-4.083919232232708
kellebr01,
kellemi03,
kellyca01,
kellyca02,7.430325597991564
kellyke02,
kellyme01,
kellyme01,
kellymi03,
kellyza01,
kempot01,-1.1324035724542016
kennebu01,-1.4837947182797808
kennebu01,0.05673466896391013
kennebu01,-3.253856726961729
kentza01,
keplema01,-4.525173137840042
kerkeor01,
kershcl01,
kieboca01,-0.611998250682894
kikucyu01,
kimbrcr01,
kimbrcr01,
kimha01,-2.990621510070592
kimha01,-0.9708847021945561
kimhy02,0.15757523739304571
kineris01,-7.373892569411494
kineris01,-1.0199719241076275
kingbr01,
kingesc01,-3.124029638330417
kingjo01,
kingmi01,
kinlety01,
kinlety01,
kirbyge01,
kirkal01,9.126406802006535
kittran01,
kittran01,
kjershe01,-8.571137169763277
kleinwi01,
knackla01,
kniznan01,-1.7293602098587662
kochaja01,
koenija01,
kolekst01,
kolekst01,
kopecmi01,
kossch01,1.134270283729156
kowarja01,
kranima01,
kreidry01,-3.579576381612508
kremede01,
kriskbr01,
kriskbr01,
krookma01,
kurtzni01,40.339570708334755
kwanst01,1.950820653324894
langeal01,
langesh01,19.83311993925198
langfwy01,12.138295475871452
laosa01,
laosa01,
laraan01,
larnatr01,1.0755984689799734
lasorjo01,
latzja01,
lauerer01,
laurera01,15.284135507848614
laurera01,6.529454003243915
lawerco01,
lawlajo01,-4.212244171760564
lawreca01,
lawreca01,
lawreju01,
lazarma01,
leahyky01,
leasujo01,
leclejo01,
leebr02,-12.235796551147008
leech02,
leedy01,
leeju01,5.530869060904079
leeko01,1.6039813663203188
legumca01,
leiteja01,-0.25255833909529046
leitema02,
lemahdj01,-0.9166523656820489
leonsa01,-1.3976768453734014
lewisro02,-7.425386956493134
liberma01,
lileda01,14.568806966256535
lindofr01,25.347187929293785
lipsctr01,0.4179098851954009
litteza01,
litteza01,
littlbr02,
littlja02,
littllu01,
livelbe01,
loaisjo01,
locklty01,-6.488700930638789
lockrbr01,-3.5142341470816314
lockrbr01,0.16579022093828988
lodolni01,
loftini01,-4.9050992703265175
longsa01,
loperjo01,6.769725728911293
lopezja04,
lopezjo02,
lopezni01,-1.5336444941128307
lopezni01,-2.5726854049171406
lopezot01,-9.486443084310961
lopezpa01,
lopezre01,
lordbr02,
lorenmi01,
loutory01,
loutory01,
lovelri01,
lovelri01,
lowebr01,8.961269360814631
lowejo01,-9.746278357062627
lowena01,-8.052973713266642
lowena01,1.922446868931135
lucasea01,
lucchjo01,
lugoma01,-0.9222080568762329
lugose01,
lukesna01,8.655490344345665
luxga01,1.2060402828111556
luzarje01,
lynchda02,
machama01,18.88911474197914
machivi01,-0.8145263228100846
macivwi01,-5.550318491065828
maedake01,
mahlety01,
mailelu01,1.9418846501813873
maldoan01,
maldoma01,-1.0488127782151317
malloju02,-1.2947305271126015
manaese01,
manguja01,-1.4047212093808277
mantijo01,
manzaky01,7.768529538986709
marchra01,-3.875190594712013
margoma01,-0.7920361054284311
marinro01,
marquge01,
marseja01,9.275604443090096
marshbr02,11.310821849364782
marteke01,30.04793448474697
marteno01,0.5202439243367853
martest01,5.974330098739108
martian02,-9.666737796518591
martiau01,4.699850998487174
martich02,
martico02,
martida03,
martiju01,
martini01,
martini02,-6.440496389953934
martise01,
massemi02,-13.120288464357973
mastrmi01,2.1253139325213946
mateojo01,-6.544918741037657
matonni01,-2.05967929811329
matonph01,
matonph01,
matoslu02,-1.9815406622763665
matsuyu01,
matthbr01,1.0665379784896343
matthze01,
mattsis01,
matzety01,
matzst01,
matzst01,
mauriro01,-2.609552925419984
maxweza01,
maydu01,
maydu01,
mayerma01,-3.232104239411372
mayoco01,-1.9821499122164847
mayzati01,
mayzati01,
mazurad01,
mccanja02,2.581152400120447
mccarja02,-7.252550063813366
mccauda01,
mccorch01,-0.01944425380426805
mccoyma01,-1.7572460503589857
mccragr01,-2.1418137784434164
mcculla02,
mccusca01,-3.5100802527189052
mccutan01,-2.826851024607444
mcdanga01,
mcderch01,
mcdontr01,
mcfartj01,
mcgeeea01,
mcgousc01,
mcgousc01,
mcgremi01,
mcguire01,-1.1891632194279236
mckentr01,
mckinbi01,-1.576570120067408
mckinza01,9.07399675514624
mclaima01,-12.343907972319174
mcleano01,
mcmahry01,-5.189972441305222
mcmahry01,-3.4426754809102573
mcneije01,8.056981766820547
meadcu01,-2.0017950711447026
meadcu01,-5.676132399746711
meadopa01,-6.360401829396529
mearsni01,
medervi01,
megiltr01,
megilty01,
meidrch01,-5.134626190961184
mejiaju01,
melenmj01,-8.772429748937997
meltoja01,-7.118000347540465
meltotr01,
menacr01,
mercami01,
merrija01,10.536925287049948
merryju01,
mervima01,-4.396709585578407
mesavi01,0.1947036732213479
messipa01,
meyerja02,5.163775147342262
meyerma01,
meylu01,
mikolmi01,
mileywa01,
milladr01,2.6145237133577672
millebo05,
millebr04,
milleer01,
millema03,
millema03,
milleow01,-1.4153273469949899
millesh01,
millesh01,
milneho01,
minteaj01,
miranjo01,-3.9480664900822084
misiean01,
misioja01,
misneka01,-6.520412276870845
mitchga01,-2.1519819825697777
mizeca01,
mlodzca01,
molinan01,
mollsa01,
monasan01,1.7771886581374727
moncayo01,5.76031537043901
moniami01,6.5454013640316075
montafr01,
montech01,
monteco01,-1.1197996840995625
monteke01,
montepa01,
montera01,
montera01,
montera01,
montgco01,9.566096209780882
montgma01,
moorech03,-2.9639695410522284
mooredy01,-5.285567624907806
mooredy01,0.46161724698588685
morallu01,
moranjo01,
morejad01,
morelch01,-3.8300203349149724
morenga01,6.446961594311194
moretda01,
morgada01,
morgael01,
morilju02,
mortoch02,
mortoch02,
mortoch02,
mountry01,-7.951292896198696
mullice01,3.223454213554131
mullice01,-3.6341427832369715
muncyma01,17.1050850672901
muncyma02,-7.20604424869004
munozan01,
munozro01,
munozro02,
murdono01,
murfepe01,
murphch01,
murphse01,-1.2184962634235423
murraja01,
myersda01,-10.73325604187283
myersto01,
nanceto01,
narvaca01,0.5848597269424385
narvaom01,0.010336926582556402
navarbr01,0.573359920355206
naylobo01,-4.607681014430256
naylojo01,10.55812144280379
naylojo01,9.17096019246285
nelsoky01,
nelsory01,0.46150566195630743
nerishe01,
nerishe01,
nerishe01,
netoza01,11.983693827502625
newcose01,
newcose01,
newmake01,-8.881458782441484
nicolky01,
nidoto01,1.020122473186717
nikhado01,
nimmobr01,12.214430911599214
nodary01,-1.870849305614333
nodary01,-1.9920746948890342
noeljh01,-13.015719150417132
nolaaa01,
nolaau01,-3.2995209074053014
nootbla01,-1.438730977175303
norbyco01,-3.958385237603538
nunezde01,
nunezdo01,-0.3369153642448678
nunezed03,
nunezed03,
nunezna01,0.36490745968339217
oberba01,
obrieri01,
ogasash01,-0.2537377974013698
ohearry01,14.859064047904106
ohearry01,2.64474052300615
ohlpi01,
ohopplo01,-14.111632613016136
ohtansh01,62.40895047615235
okertst01,
olsonma02,31.20731122026073
olsonre01,
oneilty01,-2.3831551202947985
orneljo01,-0.9539196189571706
orneljo01,0.41557650990361134
ornelti01,-2.14671599365497
ortizjo06,-13.592569564469697
ortizlu03,
ortka01,
orzeer01,
osunaal02,-5.828074287132514
otanemi01,
ottavad01,
outmaja01,-3.265274223681214
outmaja01,-5.903801469173144
oviedjo01,
owensty01,
ozunama01,9.998944843143438
paddach01,
paddach01,
paganem01,
pagesan01,10.19194985959897
pagespe01,-7.5638137059576005
palacjo01,-3.9305809232366724
palacri01,2.122159142309578
palenda01,
palisja01,
pallaan01,
palmqca01,
paredis01,14.308080352437079
parisky01,-3.565012551371865
parkemi01,
pasquvi01,12.419235050135299
patrich01,
paulegr01,-1.1260064134539876
payamjo01,
payamjo01,
pearsna01,
pederjo01,-8.611097535554478
pegueel01,
pegueel01,
peguejo01,
pegueli01,-2.4698474030000264
penaje02,23.273707276254434
pepiory01,
peralfr01,
perallu01,
peralsa01,
peralwa01,
perazos02,-14.722073232705434
perazos02,-6.433700304195567
perdoan01,
perdoge01,40.31260817917815
peredjh01,-2.8597925872635113
peredjh01,2.5774395350561585
pereiev01,-6.081040734513979
perezci01,
perezeu02,
perezma02,
perezsa02,-3.542743288664525
perezwe01,1.429189997334003
perkibl01,-3.401873221626169
perkija01,
peterda01,
petermi01,
petermi01,
petertr01,-3.0631929106805313
pettych02,
pfaadbr01,
phamth01,-2.7953928122354252
phillco01,
phillev01,
phillty01,
pilkiko01,
pillake01,-3.8121288730588088
pinaro01,
pinaro01,
pintajo01,
pivetni01,
pocheco01,
pocheco01,
polanjo01,22.849895632209837
pomerdr01,
popeau01,
popza01,
popza01,
portelo01,-0.3932229283586398
poteeco01,
poulipj01,
povicca01,
pozoyo01,-4.6651016180156475
pressry01,
priesqu01,
prietce01,-0.7904193003303682
profaju01,9.907740608798614
pukaj01,
quantca01,
quantca01,
queroed01,-2.2685532656745164
quijajo01,
quintjo01,
rafaece01,-2.9276285411763636
raganco01,
ragsdca01,
raineta01,
raineta01,
raleica01,50.94513288730886
raleybr01,
raleylu01,0.8357519329404193
ramirag01,-6.104390663463249
ramirer02,
ramirjo01,26.32255757717407
ramiryo01,
ramosbr01,-1.0215960291013626
ramoshe02,5.603538248586281
rangeal01,
raqueni01,
rashita01,
rasmudr01,
ravejo01,-5.15033629828458
rayro02,
reaco01,-0.2515835274898122
realmjt01,-3.6955833537413465
refsnro01,6.809280525744397
renfrhu01,-8.642707759239231
rengilu01,-16.537950304410142
reyespa01,-1.6227468296745549
reynobr01,-0.3223201277635702
reynose01,
ribalor01,
ricebe01,20.138566806990013
richaly01,
richatr01,
richatr01,
rileyau01,1.8819533113696725
rittery01,-4.343730168794121
rivasle01,2.744755256339843
riverem01,-5.420974826452978
riverse01,-3.2306336218541087
roach01,
roberda08,
roberda11,
roberet01,
roberlu01,-7.412935263850933
roberwi02,-1.177965867930892
roberwi02,-8.856617601392578
robinch03,0.7478691789831012
roblevi01,-3.266752022470662
rocchbr01,-6.229233175658069
rockeku01,
rockjo01,
rodenal01,-4.474387479509659
rodenal01,-3.4956912645609006
rodgebr02,-6.8559273442494355
rodonca01,
rodribr01,
rodrica02,
rodried05,
rodriel02,
rodriel02,
rodrien01,-4.135128600328152
rodrijo08,-2.4234267405021153
rodriju01,21.896070934607827
rodrima01,
rodrira02,
rodriya01,
rogerja03,-3.9501823384579904
rogerta01,
rogerta01,
rogertr01,-0.5050222646238437
rogerty01,
rogerty01,
rojasjo01,-12.852121186779673
rojasjo03,-4.32066501113824
rojasmi02,3.0929743303850787
rolisry01,
romanjo03,
romerjo01,
romodr01,-0.8042611538145941
rookebr01,17.938542112820205
roonejo01,
rortvbe01,-9.340026742881095
rortvbe01,1.9168258694823885
rosaram01,0.7582746984139126
rosaram01,0.6565875792199505
rosared01,-0.29617343658915724
rosared01,-1.0172845648972688
rossjo01,
rouppla01,
roycrch01,
ruizes01,-0.896143557691315
ruizjo01,
ruizjo01,
ruizke01,-10.886611016804135
rushida01,-7.0101862064887355
rutleja01,
rutscad01,-3.8765887065025764
ryanjo04,
saalfan01,
sabolbl01,-2.3673142545463404
sabroer01,
saggeth01,-5.421193067567058
salazce01,-0.19830027849299103
salazed01,
salech01,
sanchal04,-1.1417929607526964
sanchal04,-0.5179564645199058
sanchcr01,
sanchga02,0.008028108343062973
sanchje02,1.6559366572337937
sanchje02,-5.456314629823431
sandeca01,
sandlni01,
sandrja01,
sandsco01,
sanmare01,
sanojja01,-1.5146028897603778
santaan02,-10.275325495292345
santaca01,-7.328956259543859
santaca01,-3.0472235117881925
santade01,
santito01,
santogr01,
sasakro01,
sauceta01,
sauerma01,
schanno01,8.547477481515626
scherma01,
schlica01,
schmica01,0.5112231973069237
schmicl01,
schneda03,7.17315155670362
schneda04,-9.573558478527882
scholje01,
schrejo01,
schuema01,-6.373351959364859
schulpa01,
schunaa01,-2.994115865862635
schwaky01,44.96661576399918
schwesp01,
scottta01,
scottta02,
scottta02,
scottvi01,-2.9206878266026046
seaboco01,
seaboco01,
seageco01,19.644447986515516
searsjp01,
searsjp01,
seiglan01,-3.2291501380181074
selbyco01,
semiema01,-7.0517458087044895
